cve,post_id,commit_url,cve_desc_text,commit_msg_text,code_text,is_patch(codeonly),helpfulness(codeonly),is_patch,helpfulness,true_label,method
CVE-2012-3388,CVE-2012-3388/2b1b2017a648d3da571e0d6995e0b6cc7fcf04d2,https://github.com/moodle/moodle/commit/2b1b2017a648d3da571e0d6995e0b6cc7fcf04d2,"<s>The is_enrolled function in lib/accesslib.php in Moodle 2.2.x before 2.2.4 and 2.3.x before 2.3.1 does not properly interact with the caching feature, which might allow remote authenticated users to bypass an intended capability check via unspecified vectors that trigger caching of a user record.</s>","<s>MDL-34109 quiz cron: timelimit are timeclose of 0 are special.
If the timelimit or timeclose of a quiz are 0, this means 'no
restriction', rather than '1970' or '0 seconds'. We need to handle these
special cases correctly in the code that looks for quiz attempts that
might be in the wrong state.
</s>"," diff --git a/mod/quiz/cronlib.php b/mod/quiz/cronlib.php
index b6a1eb03113..111419c1f4b 100644
--- a/mod/quiz/cronlib.php
+++ b/mod/quiz/cronlib.php
@@ -127,15 +127,15 @@ class mod_quiz_overdue_attempt_updater {
 
           WHERE (
                 state = 'inprogress' AND (
-                    :timenow1 > usertimeclose OR
-                    :timenow2 > quiza.timestart + usertimelimit
+                    (usertimeclose > 0 AND :timenow1 > usertimeclose) OR
+                    (usertimelimit > 0 AND :timenow2 > quiza.timestart + usertimelimit)
                 )
             )
           OR
             (
                 state = 'overdue' AND (
-                    :timenow3 > graceperiod + usertimeclose OR
-                    :timenow4 > graceperiod + quiza.timestart + usertimelimit
+                    (usertimeclose > 0 AND :timenow3 > graceperiod + usertimeclose) OR
+                    (usertimelimit > 0 AND :timenow4 > graceperiod + quiza.timestart + usertimelimit)
                 )
             )
 
",0.0,,0.0,,0.0,lime
CVE-2012-3388,CVE-2012-3388/592443f4e1f36ebc602d73b1750a914a956fa6f9,https://github.com/moodle/moodle/commit/592443f4e1f36ebc602d73b1750a914a956fa6f9,"<s>The is_enrolled function in lib/accesslib.php in Moodle 2.2.x before 2.2.4 and 2.3.x before 2.3.1 does not properly interact with the caching feature, which might allow remote authenticated users to bypass an intended capability check via unspecified vectors that trigger caching of a user record.</s>","<s>MDL-34109 quiz cron: change whitespace before applying the fix.
This commit just changes the white-space, but does not change any of the
actual code. This is so that the commit I am about to make, which will
change the code, will be easier to understand.
</s>"," diff --git a/mod/quiz/cronlib.php b/mod/quiz/cronlib.php
index eab7b0fb290..b6a1eb03113 100644
--- a/mod/quiz/cronlib.php
+++ b/mod/quiz/cronlib.php
@@ -125,10 +125,19 @@ class mod_quiz_overdue_attempt_updater {
         ) group_by_results
            JOIN {quiz_attempts} quiza ON quiza.id = group_by_results.attemptid
 
-          WHERE (state = 'inprogress' AND (:timenow1 > usertimeclose OR
-                                           :timenow2 > quiza.timestart + usertimelimit))
-             OR (state = 'overdue'    AND (:timenow3 > graceperiod + usertimeclose OR
-                                           :timenow4 > graceperiod + quiza.timestart + usertimelimit))
+          WHERE (
+                state = 'inprogress' AND (
+                    :timenow1 > usertimeclose OR
+                    :timenow2 > quiza.timestart + usertimelimit
+                )
+            )
+          OR
+            (
+                state = 'overdue' AND (
+                    :timenow3 > graceperiod + usertimeclose OR
+                    :timenow4 > graceperiod + quiza.timestart + usertimelimit
+                )
+            )
 
        ORDER BY course, quiz"",
 
",0.0,,0.0,,0.0,lime
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
CVE-2020-5295,CVE-2020-5295/655c8011b964367949cc76a4caf93e17502eda9e,https://github.com/octobercms/october/commit/655c8011b964367949cc76a4caf93e17502eda9e,"<s>In OctoberCMS (october/october composer package) versions from 1.0.319 and before 1.0.466, an attacker can exploit this vulnerability to read local files of an October CMS server. The vulnerability is only exploitable by an authenticated backend user with the `cms.manage_assets` permission. Issue has been patched in Build 466 (v1.0.466).</s>","<s>Fix client side validation (#5088)
* Add data-request-validate to core save buttons
* Check if client side validation is desired before running it
Fixes #5076.
</s>"," diff --git a/modules/system/assets/js/framework-min.js b/modules/system/assets/js/framework-min.js
index e0a487918..866e83dd5 100644
--- a/modules/system/assets/js/framework-min.js
+++ b/modules/system/assets/js/framework-min.js
@@ -4,7 +4,7 @@ if(window.jQuery.request!==undefined){throw new Error('The OctoberCMS framework
 +function($){""use strict"";var Request=function(element,handler,options){var $el=this.$el=$(element);this.options=options||{};if(handler===undefined){throw new Error('The request handler name is not specified.')}
 if(!handler.match(/^(?:\w+\:{2})?on*/)){throw new Error('Invalid handler name. The correct handler name format is: ""onEvent"".')}
 var $form=options.form?$(options.form):$el.closest('form'),$triggerEl=!!$form.length?$form:$el,context={handler:handler,options:options}
-if(typeof document.createElement('input').reportValidity=='function'&&$form&&$form[0]&&!$form[0].checkValidity()){$form[0].reportValidity();return false;}
+if((options.validate!==undefined)&&typeof document.createElement('input').reportValidity=='function'&&$form&&$form[0]&&!$form[0].checkValidity()){$form[0].reportValidity();return false;}
 $el.trigger('ajaxSetup',[context])
 var _event=jQuery.Event('oc.beforeRequest')
 $triggerEl.trigger(_event,context)
@@ -103,7 +103,7 @@ return result.join('&')}
 var old=$.fn.request
 $.fn.request=function(handler,option){var args=arguments
 var $this=$(this).first()
-var data={evalBeforeUpdate:$this.data('request-before-update'),evalSuccess:$this.data('request-success'),evalError:$this.data('request-error'),evalComplete:$this.data('request-complete'),ajaxGlobal:$this.data('request-ajax-global'),confirm:$this.data('request-confirm'),redirect:$this.data('request-redirect'),loading:$this.data('request-loading'),flash:$this.data('request-flash'),files:$this.data('request-files'),form:$this.data('request-form'),url:$this.data('request-url'),update:paramToObj('data-request-update',$this.data('request-update')),data:paramToObj('data-request-data',$this.data('request-data'))}
+var data={evalBeforeUpdate:$this.data('request-before-update'),evalSuccess:$this.data('request-success'),evalError:$this.data('request-error'),evalComplete:$this.data('request-complete'),ajaxGlobal:$this.data('request-ajax-global'),confirm:$this.data('request-confirm'),redirect:$this.data('request-redirect'),loading:$this.data('request-loading'),flash:$this.data('request-flash'),files:$this.data('request-files'),validate:$this.data('request-validate'),form:$this.data('request-form'),url:$this.data('request-url'),update:paramToObj('data-request-update',$this.data('request-update')),data:paramToObj('data-request-data',$this.data('request-data'))}
 if(!handler)handler=$this.data('request')
 var options=$.extend(true,{},Request.DEFAULTS,data,typeof option=='object'&&option)
 return new Request($this,handler,options)}
",0.0,,0.0,,0.0,none
CVE-2020-5295,CVE-2020-5295/2bc4084dff12eae036c848d4151ea35a29147bd0,https://github.com/octobercms/october/commit/2bc4084dff12eae036c848d4151ea35a29147bd0,"<s>In OctoberCMS (october/october composer package) versions from 1.0.319 and before 1.0.466, an attacker can exploit this vulnerability to read local files of an October CMS server. The vulnerability is only exploitable by an authenticated backend user with the `cms.manage_assets` permission. Issue has been patched in Build 466 (v1.0.466).</s>","<s>Fixed composer requirement
Composer does not support commit specific requirements when it comes to fetching the composer.json metadata, which means that this particular fix has to specify a tag instead of a commit hash.
</s>"," diff --git a/composer.json b/composer.json
index bbfec7024..eb4f8fe37 100644
--- a/composer.json
+++ b/composer.json
@@ -39,7 +39,7 @@
         ""october/backend"": ""~1.0"",
         ""october/cms"": ""~1.0"",
         ""laravel/framework"": ""~5.5.40"",
-        ""wikimedia/composer-merge-plugin"": ""dev-master#bec42272005379dc752f7d4823cfe972ff64fbdf""
+        ""wikimedia/composer-merge-plugin"": ""1.4.1""
     },
     ""require-dev"": {
         ""fzaninotto/faker"": ""~1.7"",
",0.0,,0.0,,0.0,none
CVE-2020-5295,CVE-2020-5295/2b8939cc8b5b6fe81e093fe2c9f883ada4e3c8cc,https://github.com/octobercms/october/commit/2b8939cc8b5b6fe81e093fe2c9f883ada4e3c8cc,"<s>In OctoberCMS (october/october composer package) versions from 1.0.319 and before 1.0.466, an attacker can exploit this vulnerability to read local files of an October CMS server. The vulnerability is only exploitable by an authenticated backend user with the `cms.manage_assets` permission. Issue has been patched in Build 466 (v1.0.466).</s>","<s>Improve asset file path handling
</s>"," diff --git a/modules/cms/classes/Asset.php b/modules/cms/classes/Asset.php
index c0920752f..1073f8ed8 100644
--- a/modules/cms/classes/Asset.php
+++ b/modules/cms/classes/Asset.php
@@ -285,7 +285,14 @@ class Asset extends Extendable
             $fileName = $this->fileName;
         }
 
-        return $this->theme->getPath().'/'.$this->dirName.'/'.$fileName;
+        // Limit paths to those under the assets directory
+        $directory = $this->theme->getPath() . '/' . $this->dirName . '/';
+        $path = realpath($directory . $fileName);
+        if (!starts_with($path, $directory)) {
+            return false;
+        }
+
+        return $path;
     }
 
     /**
",1.0,,1.0,,1.0,none
CVE-2020-5295,CVE-2020-5295/dc72cafcd11485941a1e3f9586863937cd403db2,https://github.com/octobercms/october/commit/dc72cafcd11485941a1e3f9586863937cd403db2,"<s>In OctoberCMS (october/october composer package) versions from 1.0.319 and before 1.0.466, an attacker can exploit this vulnerability to read local files of an October CMS server. The vulnerability is only exploitable by an authenticated backend user with the `cms.manage_assets` permission. Issue has been patched in Build 466 (v1.0.466).</s>","<s>Don't persist failed search terms (#5039)
If a column is defined as searchable, that is not actually searchable (like a partial) and a user filters a list using the searchbox, an Exception is thrown.
Unfortunately, this errorenous search term has already been persisted to the session so on subsequent page loads, the user is presented with an Exception with no way to resolve it themselves.
This PR catches any exception that happens during the search and resets any persisted search terms so that the user can continue working after a page load.
The exception itself will still be thrown.
To reproduce the issue this PR solves:
Set a partial column in any list as searchable: true
Submit a search query
Hit F5
</s>"," diff --git a/modules/backend/widgets/Search.php b/modules/backend/widgets/Search.php
index 2f5749abf..8e554fb21 100644
--- a/modules/backend/widgets/Search.php
+++ b/modules/backend/widgets/Search.php
@@ -128,7 +128,14 @@ class Search extends WidgetBase
          * Trigger class event, merge results as viewable array
          */
         $params = func_get_args();
-        $result = $this->fireEvent('search.submit', [$params]);
+        try {
+            $result = $this->fireEvent('search.submit', [$params]);
+        } catch (\Throwable $e) {
+            // Remove the search term from the session if the search has failed.
+            $this->setActiveTerm('');
+            throw $e;
+        }
+
         if ($result && is_array($result)) {
             return call_user_func_array('array_merge', $result);
         }
",0.0,,0.0,,0.0,none
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
CVE-2020-25649,CVE-2020-25649/3d932709abd0b5390efe67451653fc9efa9db677,https://github.com/FasterXML/jackson-databind/commit/3d932709abd0b5390efe67451653fc9efa9db677,"<s>A flaw was found in FasterXML Jackson Databind, where it did not have entity expansion secured properly. This flaw allows vulnerability to XML external entity (XXE) attacks. The highest threat from this vulnerability is data integrity.</s>","<s>Fix #2589 (#2901)
Co-authored-by: Tatu Saloranta <tatu.saloranta@iki.fi>
</s>"," diff --git a/release-notes/VERSION-2.x b/release-notes/VERSION-2.x
index d29d8196c..ffbad878f 100644
--- a/release-notes/VERSION-2.x
+++ b/release-notes/VERSION-2.x
@@ -6,6 +6,10 @@ Project: jackson-databind
 
 2.9.10.7 (not yet released)
 
+#2589: `DOMDeserializer`: setExpandEntityReferences(false) may not prevent
+  external entity expansion in all cases
+ (reported by Bartosz B)
+
 #2854: Block one more gadget type (javax.swing, CVE-2020-xxx)
  (reported by Yangkun(ICSL))
 
",0.0,,0.0,,1.0,tfidf
CVE-2020-25649,CVE-2020-25649/93f89aa2992a5a05cad27cf4db9903c10c33239d,https://github.com/FasterXML/jackson-databind/commit/93f89aa2992a5a05cad27cf4db9903c10c33239d,"<s>A flaw was found in FasterXML Jackson Databind, where it did not have entity expansion secured properly. This flaw allows vulnerability to XML external entity (XXE) attacks. The highest threat from this vulnerability is data integrity.</s>","<s>Replace `str.length() == 0` with `str.isEmpty()` where possible (#2929)
This makes the code easier for humans to read, and allows the jvm
to quickly optimize more code.
</s>"," diff --git a/src/main/java/com/fasterxml/jackson/databind/deser/std/FromStringDeserializer.java b/src/main/java/com/fasterxml/jackson/databind/deser/std/FromStringDeserializer.java
index 52e52832d..6347933a4 100644
--- a/src/main/java/com/fasterxml/jackson/databind/deser/std/FromStringDeserializer.java
+++ b/src/main/java/com/fasterxml/jackson/databind/deser/std/FromStringDeserializer.java
@@ -150,7 +150,7 @@ public abstract class FromStringDeserializer<T> extends StdScalarDeserializer<T>
             // 29-Jun-2020, tatu: New! ""Scalar from Object"" (mostly for XML)
             text = ctxt.extractScalarFromObject(p, this, _valueClass);
         }
-        if (text.length() == 0 || (text = text.trim()).length() == 0) {
+        if (text.isEmpty() || (text = text.trim()).isEmpty()) {
             // 09-Jun-2020, tatu: Commonly `null` but may coerce to ""empty"" as well
             return (T) _deserializeFromEmptyString(ctxt);
         }
",1.0,,0.0,,0.0,tfidf
CVE-2020-25649,CVE-2020-25649/2b65fc2a7c9ea26e9e81b266da0ba9018da5e4f3,https://github.com/FasterXML/jackson-databind/commit/2b65fc2a7c9ea26e9e81b266da0ba9018da5e4f3,"<s>A flaw was found in FasterXML Jackson Databind, where it did not have entity expansion secured properly. This flaw allows vulnerability to XML external entity (XXE) attacks. The highest threat from this vulnerability is data integrity.</s>","<s>Fix an edge case in MethodGenericTypeResolver validation (#2927)
This was discovered while testing an internal project against
2.12.0-rc2-SNAPSHOT. The new test is a minimal reproducer based
very closely on a collection which failed deserialization.
</s>"," diff --git a/src/main/java/com/fasterxml/jackson/databind/introspect/MethodGenericTypeResolver.java b/src/main/java/com/fasterxml/jackson/databind/introspect/MethodGenericTypeResolver.java
index 782f33aac..4896b13cb 100644
--- a/src/main/java/com/fasterxml/jackson/databind/introspect/MethodGenericTypeResolver.java
+++ b/src/main/java/com/fasterxml/jackson/databind/introspect/MethodGenericTypeResolver.java
@@ -190,7 +190,10 @@ final class MethodGenericTypeResolver
             return false;
         }
         ParameterizedType parameterized = maybeGetParameterizedType(type);
-        if (parameterized != null) {
+        if (parameterized != null
+                // 09-Nov-2020, ckozak: Validate equivalent parameters if possible, however when types do not
+                // exactly match, there's not much validation we can reasonably do.
+                && Objects.equals(boundType.getRawClass(), parameterized.getRawType())) {
             Type[] typeArguments = parameterized.getActualTypeArguments();
             TypeBindings bindings = boundType.getBindings();
             if (bindings.size() != typeArguments.length) {
",0.0,,0.0,,0.0,tfidf
CVE-2020-25649,CVE-2020-25649/5e2c83851a831bdfc8de3b294dd212cda0779bd3,https://github.com/FasterXML/jackson-databind/commit/5e2c83851a831bdfc8de3b294dd212cda0779bd3,"<s>A flaw was found in FasterXML Jackson Databind, where it did not have entity expansion secured properly. This flaw allows vulnerability to XML external entity (XXE) attacks. The highest threat from this vulnerability is data integrity.</s>","<s>Fix a test that was relying on unsafe modification of ObjectMapper
</s>"," diff --git a/src/test/java/com/fasterxml/jackson/databind/jsontype/ext/TestSubtypesExternalPropertyMissingProperty.java b/src/test/java/com/fasterxml/jackson/databind/jsontype/ext/TestSubtypesExternalPropertyMissingProperty.java
index 41a2733b1..d56fdbe63 100644
--- a/src/test/java/com/fasterxml/jackson/databind/jsontype/ext/TestSubtypesExternalPropertyMissingProperty.java
+++ b/src/test/java/com/fasterxml/jackson/databind/jsontype/ext/TestSubtypesExternalPropertyMissingProperty.java
@@ -87,7 +87,7 @@ public class TestSubtypesExternalPropertyMissingProperty extends BaseMapTest
         }
     }
 
-    private final ObjectMapper MAPPER = newJsonMapper();
+    private final ObjectReader READER = newJsonMapper().reader();
 
     /*
     /**********************************************************
@@ -103,7 +103,7 @@ public class TestSubtypesExternalPropertyMissingProperty extends BaseMapTest
     private static final String orangeBoxMissingJson = ""{\""type\"":\""orange\""}}"";
 
     private static final Apple apple = new Apple(""Apple"", 16);
-    private static Box appleBox = new Box(""apple"", apple);
+    private static final Box appleBox = new Box(""apple"", apple);
     private static final String appleBoxJson = ""{\""type\"":\""apple\"",\""fruit\"":{\""name\"":\""Apple\"",\""seedCount\"":16}}"";
     private static final String appleBoxNullJson = ""{\""type\"":\""apple\"",\""fruit\"":null}"";
     private static final String appleBoxEmptyJson = ""{\""type\"":\""apple\"",\""fruit\"":{}}"";
@@ -120,13 +120,13 @@ public class TestSubtypesExternalPropertyMissingProperty extends BaseMapTest
      */
     @Test
     public void testDeserializationPresent() throws Exception {
-        MAPPER.disable(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
-        checkOrangeBox();
-        checkAppleBox();
+        ObjectReader r = READER.without(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
+        checkOrangeBox(r);
+        checkAppleBox(r);
 
-        MAPPER.enable(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
-        checkOrangeBox();
-        checkAppleBox();
+        r = READER.with(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
+        checkOrangeBox(r);
+        checkAppleBox(r);
     }
 
     /**
@@ -134,13 +134,13 @@ public class TestSubtypesExternalPropertyMissingProperty extends BaseMapTest
      */
     @Test
     public void testDeserializationNull() throws Exception {
-        MAPPER.disable(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
-        checkOrangeBoxNull(orangeBoxNullJson);
-        checkAppleBoxNull(appleBoxNullJson);
+        ObjectReader r = READER.without(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
+        checkOrangeBoxNull(r, orangeBoxNullJson);
+        checkAppleBoxNull(r, appleBoxNullJson);
 
-        MAPPER.enable(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
-        checkOrangeBoxNull(orangeBoxNullJson);
-        checkAppleBoxNull(appleBoxNullJson);
+        r = READER.with(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
+        checkOrangeBoxNull(r, orangeBoxNullJson);
+        checkAppleBoxNull(r, appleBoxNullJson);
     }
 
     /**
@@ -148,13 +148,13 @@ public class TestSubtypesExternalPropertyMissingProperty extends BaseMapTest
      */
     @Test
     public void testDeserializationEmpty() throws Exception {
-        MAPPER.disable(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
-        checkOrangeBoxEmpty(orangeBoxEmptyJson);
-        checkAppleBoxEmpty(appleBoxEmptyJson);
+        ObjectReader r = READER.without(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
+        checkOrangeBoxEmpty(r, orangeBoxEmptyJson);
+        checkAppleBoxEmpty(r, appleBoxEmptyJson);
 
-        MAPPER.enable(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
-        checkOrangeBoxEmpty(orangeBoxEmptyJson);
-        checkAppleBoxEmpty(appleBoxEmptyJson);
+        r = READER.with(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
+        checkOrangeBoxEmpty(r, orangeBoxEmptyJson);
+        checkAppleBoxEmpty(r, appleBoxEmptyJson);
     }
 
     /**
@@ -162,13 +162,13 @@ public class TestSubtypesExternalPropertyMissingProperty extends BaseMapTest
      */
     @Test
     public void testDeserializationMissing() throws Exception {
-        MAPPER.disable(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
-        checkOrangeBoxNull(orangeBoxMissingJson);
-        checkAppleBoxNull(appleBoxMissingJson);
+        ObjectReader r = READER.without(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
+        checkOrangeBoxNull(r, orangeBoxMissingJson);
+        checkAppleBoxNull(r, appleBoxMissingJson);
 
-        MAPPER.enable(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PROPERTY);
-        checkBoxJsonMappingException(orangeBoxMissingJson);
-        checkBoxJsonMappingException(appleBoxMissingJson);
+        r = READER.with(DeserializationFeature.FAIL_ON_MISSING_EXTERNAL_TYPE_ID_PRO",0.0,,0.0,,0.0,tfidf
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
CVE-2015-2141,CVE-2015-2141/260810ce63aa01bc02240aa7602dd90e258f7b51,https://github.com/weidai11/cryptopp/commit/260810ce63aa01bc02240aa7602dd90e258f7b51,"<s>The InvertibleRWFunction::CalculateInverse function in rw.cpp in libcrypt++ 5.6.2 does not properly blind private key operations for the Rabin-Williams digital signature algorithm, which allows remote attackers to obtain private keys via a timing attack.</s>","<s>Implmented Bernstein\'s Tweaked Roots for Rabin-Williams signatures. Thanks to Evgeny Sidorov for suggesting it
</s>"," diff --git a/rw.h b/rw.h
index 6820251e..45b39468 100644
--- a/rw.h
+++ b/rw.h
@@ -48,8 +48,9 @@ class CRYPTOPP_DLL InvertibleRWFunction : public RWFunction, public TrapdoorFunc
 	typedef InvertibleRWFunction ThisClass;
 
 public:
-	void Initialize(const Integer &n, const Integer &p, const Integer &q, const Integer &u)
-		{m_n = n; m_p = p; m_q = q; m_u = u;}
+	InvertibleRWFunction() : m_precompute(false) {}
+
+	void Initialize(const Integer &n, const Integer &p, const Integer &q, const Integer &u);
 	// generate a random private key
 	void Initialize(RandomNumberGenerator &rng, unsigned int modulusBits)
 		{GenerateRandomWithKeySize(rng, modulusBits);}
@@ -79,8 +80,21 @@ public:
 	void SetPrime2(const Integer &q) {m_q = q;}
 	void SetMultiplicativeInverseOfPrime2ModPrime1(const Integer &u) {m_u = u;}
 
+	virtual bool SupportsPrecomputation() const {return true;}
+	virtual void Precompute(unsigned int unused = 0) {PrecomputeTweakedRoots();}
+	virtual void Precompute(unsigned int unused = 0) const {PrecomputeTweakedRoots();}
+
+	virtual void LoadPrecomputation(BufferedTransformation &storedPrecomputation);
+	virtual void SavePrecomputation(BufferedTransformation &storedPrecomputation) const;
+
+protected:
+	void PrecomputeTweakedRoots() const;
+
 protected:
 	Integer m_p, m_q, m_u;
+
+	mutable Integer m_pre_2_9p, m_pre_2_3q, m_pre_q_p;
+	mutable bool m_precompute;
 };
 
 //! RW
",0.0,,0.0,,0.0,tfidf
CVE-2015-2141,CVE-2015-2141/b2820c28d3bda5fcffb799598a45466772c4b559,https://github.com/weidai11/cryptopp/commit/b2820c28d3bda5fcffb799598a45466772c4b559,"<s>The InvertibleRWFunction::CalculateInverse function in rw.cpp in libcrypt++ 5.6.2 does not properly blind private key operations for the Rabin-Williams digital signature algorithm, which allows remote attackers to obtain private keys via a timing attack.</s>","<s>Fixed spelling error in attribution
</s>"," diff --git a/rw.cpp b/rw.cpp
index e8916e91..f573fc31 100644
--- a/rw.cpp
+++ b/rw.cpp
@@ -194,10 +194,10 @@ Integer InvertibleRWFunction::CalculateInverse(RandomNumberGenerator &rng, const
 		// Do this in a loop for people using small numbers for testing
 		r.Randomize(rng, Integer::One(), m_n - Integer::One());
 		// Fix for CVE-2015-2141. Thanks to Evgeny Sidorov for reporting.
-		// Squaring to satisfy Jacobi requirements suggested by Jean-Pierre Munch.
+		// Squaring to satisfy Jacobi requirements suggested by Jean-Pierre Muench.
 		r = modn.Square(r);
 		rInv = modn.MultiplicativeInverse(r);
-	} while(rInv.IsZero());
+	} while (rInv.IsZero());
 
 	Integer re = modn.Square(r);
 	re = modn.Multiply(re, x);    // blind
",0.0,,0.0,,0.0,tfidf
CVE-2015-2141,CVE-2015-2141/1f0c35e6693db8350ebd99998dbbd23cf303e40d,https://github.com/weidai11/cryptopp/commit/1f0c35e6693db8350ebd99998dbbd23cf303e40d,"<s>The InvertibleRWFunction::CalculateInverse function in rw.cpp in libcrypt++ 5.6.2 does not properly blind private key operations for the Rabin-Williams digital signature algorithm, which allows remote attackers to obtain private keys via a timing attack.</s>","<s>Cleared initialization warning related to use of brackets
</s>"," diff --git a/rw.cpp b/rw.cpp
index f573fc31..8e07f577 100644
--- a/rw.cpp
+++ b/rw.cpp
@@ -202,7 +202,7 @@ Integer InvertibleRWFunction::CalculateInverse(RandomNumberGenerator &rng, const
 	Integer re = modn.Square(r);
 	re = modn.Multiply(re, x);    // blind
 
-	const Integer &h = re, &p = m_p, &q = m_q, &n = m_n;
+	const Integer &h = re, &p = m_p, &q = m_q;
 	Integer e, f;
 
 	const Integer U = modq.Exponentiate(h, (q+1)/8);
",0.0,,0.0,,0.0,tfidf
CVE-2015-2141,CVE-2015-2141/9425e16437439e68c7d96abef922167d68fafaff,https://github.com/weidai11/cryptopp/commit/9425e16437439e68c7d96abef922167d68fafaff,"<s>The InvertibleRWFunction::CalculateInverse function in rw.cpp in libcrypt++ 5.6.2 does not properly blind private key operations for the Rabin-Williams digital signature algorithm, which allows remote attackers to obtain private keys via a timing attack.</s>","<s>Fix for CVE-2015-2141. Thanks to Evgeny Sidorov for reporting. Squaring to satisfy Jacobi requirements suggested by JPM.
</s>"," diff --git a/rw.cpp b/rw.cpp
index cdd9f2d2..0b9318bf 100644
--- a/rw.cpp
+++ b/rw.cpp
@@ -126,10 +126,16 @@ Integer InvertibleRWFunction::CalculateInverse(RandomNumberGenerator &rng, const
 	DoQuickSanityCheck();
 	ModularArithmetic modn(m_n);
 	Integer r, rInv;
-	do {	// do this in a loop for people using small numbers for testing
+
+	// do this in a loop for people using small numbers for testing
+	do {
 		r.Randomize(rng, Integer::One(), m_n - Integer::One());
+		// Fix for CVE-2015-2141. Thanks to Evgeny Sidorov for reporting.
+		// Squaring to satisfy Jacobi requirements suggested by JPM.
+		r = modn.Square(r);
 		rInv = modn.MultiplicativeInverse(r);
 	} while (rInv.IsZero());
+
 	Integer re = modn.Square(r);
 	re = modn.Multiply(re, x);			// blind
 
",1.0,,1.0,,1.0,tfidf
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
