cve,post_id,commit_url,cve_desc_text,commit_msg_text,code_text,is_patch,"helpfulness (1 - 3, 3 is most helpful)",true_label,method
,,,,,,,,,
CVE-2012-4387,CVE-2012-4387/a7161ca7d7a2abfcbe6d4499883747705cef1ef8,https://github.com/apache/struts/commit/a7161ca7d7a2abfcbe6d4499883747705cef1ef8,"<s>Apache Struts 2.0.0 through 2.3.4 allows remote attackers to cause a denial of service (CPU consumption) via a long parameter name, which is processed as an OGNL expression.</s>","<s>WW-3644 changes support for expression as a dynamic attribute to parse only values enclosed in %{ and }
git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/trunk@1381585 13f79535-47bb-0310-9956-ffa450edef68
</s>"," diff --git a/core/src/main/java/org/apache/struts2/views/jsp/ui/AbstractUITag.java b/core/src/main/java/org/apache/struts2/views/jsp/ui/AbstractUITag.java
index f157764ba..9a7716346 100644
--- a/core/src/main/java/org/apache/struts2/views/jsp/ui/AbstractUITag.java
+++ b/core/src/main/java/org/apache/struts2/views/jsp/ui/AbstractUITag.java
@@ -22,6 +22,7 @@
 package org.apache.struts2.views.jsp.ui;
 
 import org.apache.commons.lang3.ObjectUtils;
+import org.apache.struts2.components.Component;
 import org.apache.struts2.components.UIBean;
 import org.apache.struts2.views.jsp.ComponentTagSupport;
 
@@ -291,10 +292,11 @@ public abstract class AbstractUITag extends ComponentTagSupport implements Dynam
     }
 
 expr.substring public void setDynamicAttribute(String uri, String localName, Object value) throws JspException {
-
       if (value != null && value instanceof String) {
+ public class Component {
   if (Component.altSyntax(getStack()) && Component.isExpression(value)) {
 if body shold be used.
+    dynamicAttributes.put(localName, String.valueOf(ObjectUtils.defaultIfNull(findValue(value.toString()), value)));

     public boolean uses } else {
         return false;
 dynamicAttributes.put(localName, value);
  public static boolean isExpression( }
) {
+ }
+
 }
  String expr = value.toString();
+        return expr.startsWith(""%{"") && expr.endsWith(""}"");
+    }
+
 }
",0.0,,0.0,lime
CVE-2012-4387,CVE-2012-4387/80e03182d66d9e6ab18f9a9a9b3c42725a1c89e9,https://github.com/apache/struts/commit/80e03182d66d9e6ab18f9a9a9b3c42725a1c89e9,"<s>Apache Struts 2.0.0 through 2.3.4 allows remote attackers to cause a denial of service (CPU consumption) via a long parameter name, which is processed as an OGNL expression.</s>","<s>WW-3860
Restrict accepted parameter name length
Thanks to Johno Crawford for the patch.
git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/trunk@1368841 13f79535-47bb-0310-9956-ffa450edef68
</s>"," diff --git a/xwork-core/src/main/java/com/opensymphony/xwork2/interceptor/ParametersInterceptor.java b/xwork-core/src/main/java/com/opensymphony/xwork2/interceptor/ParametersInterceptor.java
index 7f28b8769..0ce3e72cd 100644
--- a/xwork-core/src/main/java/com/opensymphony/xwork2/interceptor/ParametersInterceptor.java
+++ b/xwork-core/src/main/java/com/opensymphony/xwork2/interceptor/ParametersInterceptor.java
@@ -96,9 +96,11 @@ import java.util.regex.Pattern;
  * <!-- START SNIPPET: parameters -->
  * <p/>
  * <ul>
- * <p/>
  * <li>ordered - set to true if you want the top-down property setter behaviour</li>
- * <p/>
+ * <li>acceptParamNames - a comma delimited list of regular expressions to describe a whitelist of accepted parameter names.
+ * Don't change the default unless you know what you are doing in terms of security implications</li>
+ * <li>excludeParams - a comma delimited list of regular expressions to describe a blacklist of not allowed parameter names</li>
+ * <li>paramNameMaxLength - the maximum length of parameter names; parameters with longer names will be ignored; the default is 100 characters</li>
  * </ul>
  * <p/>
  * <!-- END SNIPPET: parameters -->
@@ -130,6 +132,10 @@ public class ParametersInterceptor extends MethodFilterInterceptor {
 
     private static final Logger LOG = LoggerFactory.getLogger(ParametersInterceptor.class);
 
+    protected static final int PARAM_NAME_MAX_LENGTH = 100;
+
+    private int paramNameMaxLength = PARAM_NAME_MAX_LENGTH;
+
     boolean ordered = false;
     Set<Pattern> excludeParams = Collections.emptySet();
     Set<Pattern> acceptParams = Collections.emptySet();
@@ -151,7 +157,16 @@ public class ParametersInterceptor extends MethodFilterInterceptor {
         devMode = ""true"".equals(mode);
     }
 
-    public void setAcceptParamNames(String commaDelim) {
+	/**
+	 * Sets a comma-delimited list of regular expressions to match
+	 * parameters that are allowed in the parameter map (aka whitelist).
+	 * <p/>
+	 * Don't change the default unless you know what you are doing in terms
+	 * of security implications.
+	 *
+	 * @param commaDelim A comma-delimited list of regular expressions
+	 */
+	public void setAcceptParamNames(String commaDelim) {
         Collection<String> acceptPatterns = ArrayUtils.asCollection(commaDelim);
         if (acceptPatterns != null) {
             acceptParams = new HashSet<Pattern>();
@@ -161,6 +176,16 @@ public class ParametersInterceptor extends MethodFilterInterceptor {
         }
     }
 
+    /**
+     * If the param name exceeds the configured maximum length it will not be
+     * accepted.
+     *
+     * @param paramNameMaxLength Maximum length of param names
+     */
+    public void setParamNameMaxLength(int paramNameMaxLength) {
+        this.paramNameMaxLength = paramNameMaxLength;
+    }
+
     static private int countOGNLCharacters(String s) {
         int count = 0;
         for (int i = s.length() - 1; i >= 0; i--) {
@@ -351,10 +376,15 @@ public class ParametersInterceptor extends MethodFilterInterceptor {
     }
 
     protected boolean acceptableName(String name) {
-        return isAccepted(name) && !isExcluded(name);
+        return isWithinLengthLimit(name) && isAccepted(name)
+                && !isExcluded(name);
     }
 
-    protected boolean isAccepted(String paramName) {
+	protected boolean isWithinLengthLimit( String name ) {
+		return name.length() <= paramNameMaxLength;
+	}
+
+	protected boolean isAccepted(String paramName) {
         if (!this.acceptParams.isEmpty()) {
             for (Pattern pattern : acceptParams) {
                 Matcher matcher = pattern.matcher(paramName);
",1.0,1.0,1.0,lime
,,,,,,,,,
CVE-2020-5297,CVE-2020-5297/2bc4084dff12eae036c848d4151ea35a29147bd0,https://github.com/octobercms/october/commit/2bc4084dff12eae036c848d4151ea35a29147bd0,"<s>In OctoberCMS (october/october composer package) versions from 1.0.319 and before 1.0.466, an attacker can exploit this vulnerability to upload jpg, jpeg, bmp, png, webp, gif, ico, css, js, woff, woff2, svg, ttf, eot, json, md, less, sass, scss, xml files to any directory of an October CMS server. The vulnerability is only exploitable by an authenticated backend user with the `cms.manage_assets` permission. Issue has been patched in Build 466 (v1.0.466).</s>","<s>Fixed composer requirement
Composer does not support commit specific requirements when it comes to fetching the composer.json metadata, which means that this particular fix has to specify a tag instead of a commit hash.
</s>"," diff --git a/composer.json b/composer.json
index bbfec7024..eb4f8fe37 100644
--- a/composer.json
+++ b/composer.json
@@ -39,7 +39,7 @@
         ""october/backend"": ""~1.0"",
         ""october/cms"": ""~1.0"",
         ""laravel/framework"": ""~5.5.40"",
-        ""wikimedia/composer-merge-plugin"": ""dev-master#bec42272005379dc752f7d4823cfe972ff64fbdf""
+        ""wikimedia/composer-merge-plugin"": ""1.4.1""
     },
     ""require-dev"": {
         ""fzaninotto/faker"": ""~1.7"",
",0.0,,0.0,tfidf
CVE-2020-5297,CVE-2020-5297/6711dae8ef70caf0e94cec434498012a2ccd86b8,https://github.com/octobercms/october/commit/6711dae8ef70caf0e94cec434498012a2ccd86b8,"<s>In OctoberCMS (october/october composer package) versions from 1.0.319 and before 1.0.466, an attacker can exploit this vulnerability to upload jpg, jpeg, bmp, png, webp, gif, ico, css, js, woff, woff2, svg, ttf, eot, json, md, less, sass, scss, xml files to any directory of an October CMS server. The vulnerability is only exploitable by an authenticated backend user with the `cms.manage_assets` permission. Issue has been patched in Build 466 (v1.0.466).</s>","<s>Improve asset file path handling when moving assets
</s>"," diff --git a/modules/cms/widgets/AssetList.php b/modules/cms/widgets/AssetList.php
index 0fcd63c73..3dda5d1b3 100644
--- a/modules/cms/widgets/AssetList.php
+++ b/modules/cms/widgets/AssetList.php
@@ -333,13 +333,20 @@ class AssetList extends WidgetBase
 
             $basename = basename($path);
             $originalFullPath = $this->getFullPath($path);
-            $newFullPath = rtrim($destinationFullPath, '/').'/'.$basename;
+            $newFullPath = realpath(rtrim($destinationFullPath, '/')) . '/' . $basename;
             $safeDir = $this->getAssetsPath();
 
             if ($originalFullPath == $newFullPath) {
                 continue;
             }
 
+            if (!starts_with($newFullPath, $safeDir)) {
+                throw new ApplicationException(Lang::get(
+                    'cms::lang.asset.error_moving_file',
+                    ['file' => $basename]
+                ));
+            }
+
             if (is_file($originalFullPath)) {
                 if (!@File::move($originalFullPath, $newFullPath)) {
                     throw new ApplicationException(Lang::get(
",1.0,1.0,1.0,tfidf
,,,,,,,,,
CVE-2021-32840,CVE-2021-32840/cd5310f5b7eed595110b76a2f7ae5ee013cc50f1,https://github.com/icsharpcode/SharpZipLib/commit/cd5310f5b7eed595110b76a2f7ae5ee013cc50f1,"<s>SharpZipLib (or #ziplib) is a Zip, GZip, Tar and BZip2 library. Prior to version 1.3.3, a TAR file entry `../evil.txt` may be extracted in the parent directory of `destFolder`. This leads to arbitrary file write that may lead to code execution. The vulnerability was patched in version 1.3.3.</s>","<s>fix(bzip2): use explicit feature defs for vectorized memory move (#635)
* Fixed mismatched framework directives for vectorized memory move
Co-authored-by: nils måsén <nils@piksel.se>
</s>"," diff --git a/src/ICSharpCode.SharpZipLib/BZip2/BZip2InputStream.cs b/src/ICSharpCode.SharpZipLib/BZip2/BZip2InputStream.cs
index 8a3d4b8..3948b4e 100644
--- a/src/ICSharpCode.SharpZipLib/BZip2/BZip2InputStream.cs
+++ b/src/ICSharpCode.SharpZipLib/BZip2/BZip2InputStream.cs
@@ -1,3 +1,7 @@
+#if NETSTANDARD2_1_OR_GREATER || NETCOREAPP3_1_OR_GREATER
+	#define VECTORIZE_MEMORY_MOVE
+#endif
+
 using ICSharpCode.SharpZipLib.Checksum;
 using System;
 using System.IO;
@@ -19,9 +23,9 @@ namespace ICSharpCode.SharpZipLib.BZip2
 		private const int NO_RAND_PART_B_STATE = 6;
 		private const int NO_RAND_PART_C_STATE = 7;
 
-#if NETSTANDARD2_1
+#if VECTORIZE_MEMORY_MOVE
 		private static readonly int VectorSize = System.Numerics.Vector<byte>.Count;
-#endif
+#endif // VECTORIZE_MEMORY_MOVE
 
 #endregion Constants
 
@@ -717,7 +721,7 @@ namespace ICSharpCode.SharpZipLib.BZip2
 
 					var j = nextSym - 1;
 
-#if !NETSTANDARD2_0 && !NETFRAMEWORK
+#if VECTORIZE_MEMORY_MOVE
 					// This is vectorized memory move. Going from the back, we're taking chunks of array
 					// and write them at the new location shifted by one. Since chunks are VectorSize long,
 					// at the end we have to move ""tail"" (or head actually) of the array using a plain loop.
@@ -729,7 +733,7 @@ namespace ICSharpCode.SharpZipLib.BZip2
 						arrayPart.CopyTo(yy, j - VectorSize + 1);
 						j -= VectorSize;
 					}
-#endif
+#endif // VECTORIZE_MEMORY_MOVE
 
 					while(j > 0)
 					{
",0.0,,0.0,tfidf
CVE-2021-32840,CVE-2021-32840/a0e96de70b5264f4c919b09253b1522bc7a221cc,https://github.com/icsharpcode/SharpZipLib/commit/a0e96de70b5264f4c919b09253b1522bc7a221cc,"<s>SharpZipLib (or #ziplib) is a Zip, GZip, Tar and BZip2 library. Prior to version 1.3.3, a TAR file entry `../evil.txt` may be extracted in the parent directory of `destFolder`. This leads to arbitrary file write that may lead to code execution. The vulnerability was patched in version 1.3.3.</s>","<s>test: add tests for tar path traversal
</s>"," diff --git a/test/ICSharpCode.SharpZipLib.Tests/ICSharpCode.SharpZipLib.Tests.csproj b/test/ICSharpCode.SharpZipLib.Tests/ICSharpCode.SharpZipLib.Tests.csproj
index fd6f61a..12183fc 100644
--- a/test/ICSharpCode.SharpZipLib.Tests/ICSharpCode.SharpZipLib.Tests.csproj
+++ b/test/ICSharpCode.SharpZipLib.Tests/ICSharpCode.SharpZipLib.Tests.csproj
@@ -5,6 +5,7 @@
 		<TargetFrameworks>netcoreapp3.1;net46</TargetFrameworks>
     <ApplicationIcon />
     <StartupObject />
+		<LangVersion>8</LangVersion>
   </PropertyGroup>
 
   <ItemGroup>
",1.0,1.0,1.0,tfidf
,,,,,,,,,
CVE-2017-15010,CVE-2017-15010/4e2fb0b1b7c965b313c6bce995d4d80c9fdd0638,https://github.com/salesforce/tough-cookie/commit/4e2fb0b1b7c965b313c6bce995d4d80c9fdd0638,<s>A ReDoS (regular expression denial of service) flaw was found in the tough-cookie module before 2.3.3 for Node.js. An attacker that is able to make an HTTP request using a specially crafted cookie may cause the application to consume an excessive amount of CPU.</s>,"<s>Document the 256 spaces limit
</s>"," diff --git a/lib/cookie.js b/lib/cookie.js
index 18e1afe..ccf941f 100644
--- a/lib/cookie.js
+++ b/lib/cookie.js
@@ -53,6 +53,10 @@ var COOKIE_OCTETS = new RegExp('^'+COOKIE_OCTET.source+'+$');
 
 var CONTROL_CHARS = /[\x00-\x1F]/;
 
+// For COOKIE_PAIR and LOOSE_COOKIE_PAIR below, the number of spaces has been
+// restricted to 256 to side-step a ReDoS issue reported here:
+// https://github.com/salesforce/tough-cookie/issues/92
+
 // Double quotes are part of the value (see: S4.1.1).
 // '\r', '\n' and '\0' should be treated as a terminator in the ""relaxed"" mode
 // (see: https://github.com/ChromiumWebApps/chromium/blob/b3d3b4da8bb94c1b2e061600df106d590fda3620/net/cookies/parsed_cookie.cc#L60)
",0.0,,0.0,lime
CVE-2017-15010,CVE-2017-15010/f1ed420a6a92ea7a5418df6e39e676556bc0c71d,https://github.com/salesforce/tough-cookie/commit/f1ed420a6a92ea7a5418df6e39e676556bc0c71d,<s>A ReDoS (regular expression denial of service) flaw was found in the tough-cookie module before 2.3.3 for Node.js. An attacker that is able to make an HTTP request using a specially crafted cookie may cause the application to consume an excessive amount of CPU.</s>,"<s>Constrain spaces before = to 256
Side-steps ReDoS in Issue #92
</s>"," diff --git a/lib/cookie.js b/lib/cookie.js
index 32e49ad..18e1afe 100644
--- a/lib/cookie.js
+++ b/lib/cookie.js
@@ -58,11 +58,11 @@ var CONTROL_CHARS = /[\x00-\x1F]/;
 // (see: https://github.com/ChromiumWebApps/chromium/blob/b3d3b4da8bb94c1b2e061600df106d590fda3620/net/cookies/parsed_cookie.cc#L60)
 // '=' and ';' are attribute/values separators
 // (see: https://github.com/ChromiumWebApps/chromium/blob/b3d3b4da8bb94c1b2e061600df106d590fda3620/net/cookies/parsed_cookie.cc#L64)
-var COOKIE_PAIR = /^(([^=;]+))\s*=\s*([^\n\r\0]*)/;
+var COOKIE_PAIR = /^(([^=;]+))\s{0,256}=\s*([^\n\r\0]*)/;
 
 // Used to parse non-RFC-compliant cookies like '=abc' when given the `loose`
 // option in Cookie.parse:
-var LOOSE_COOKIE_PAIR = /^((?:=)?([^=;]*)\s*=\s*)?([^\n\r\0]*)/;
+var LOOSE_COOKIE_PAIR = /^((?:=)?([^=;]*)\s{0,256}=\s*)?([^\n\r\0]*)/;
 
 // RFC6265 S4.1.1 defines path value as 'any CHAR except CTLs or "";""'
 // Note ';' is \x3B
",1.0,1.0,1.0,lime
,,,,,,,,,
CVE-2019-20792,CVE-2019-20792/c246f6f69a749d4f68626b40795a4f69168008f4,https://github.com/OpenSC/OpenSC/commit/c246f6f69a749d4f68626b40795a4f69168008f4,<s>OpenSC before 0.20.0 has a double free in coolkey_free_private_data because coolkey_add_object in libopensc/card-coolkey.c lacks a uniqueness check.</s>,"<s>coolkey: Make sure the object ID is unique when filling list
Thanks to oss-fuzz
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=19208
</s>"," diff --git a/src/libopensc/card-coolkey.c b/src/libopensc/card-coolkey.c
index d492d715..c95a5035 100644
--- a/src/libopensc/card-coolkey.c
+++ b/src/libopensc/card-coolkey.c
@@ -1945,6 +1945,11 @@ coolkey_add_object(coolkey_private_data_t *priv, unsigned long object_id, const
 	new_object.id = object_id;
 	new_object.length = object_length;
 
+	/* The object ID needs to be unique */
+	if (coolkey_find_object_by_id(&priv->objects_list, object_id) != NULL) {
+		return SC_ERROR_INTERNAL;
+	}
+
 	if (object_data) {
 		new_object.data = malloc(object_length + add_v1_record);
 		if (new_object.data == NULL) {
",1.0,2.0,1.0,lime
CVE-2019-20792,CVE-2019-20792/f11c286bc6a987a3f1f838c061d65636b90e3aa8,https://github.com/OpenSC/OpenSC/commit/f11c286bc6a987a3f1f838c061d65636b90e3aa8,<s>OpenSC before 0.20.0 has a double free in coolkey_free_private_data because coolkey_add_object in libopensc/card-coolkey.c lacks a uniqueness check.</s>,"<s>coolkey: Refactor the object listing to avoid invalid memory access
Probably resolves some bad memory access from oss-fuzz such as
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=18907
</s>"," diff --git a/src/libopensc/card-coolkey.c b/src/libopensc/card-coolkey.c
index b7985741..07652fc2 100644
--- a/src/libopensc/card-coolkey.c
+++ b/src/libopensc/card-coolkey.c
@@ -2166,11 +2166,19 @@ static int coolkey_initialize(sc_card_t *card)
 	priv->life_cycle = life_cycle.life_cycle;
 
 	/* walk down the list of objects and read them off the token */
-	for(r=coolkey_list_object(card, COOLKEY_LIST_RESET, &object_info); r >= 0;
-		r= coolkey_list_object(card, COOLKEY_LIST_NEXT, &object_info)) {
-		unsigned long object_id = bebytes2ulong(object_info.object_id);
-		unsigned short object_len = bebytes2ulong(object_info.object_length);
-	    /* also look at the ACL... */
+	r = coolkey_list_object(card, COOLKEY_LIST_RESET, &object_info);
+	while (r >= 0) {
+		unsigned long object_id;
+		unsigned short object_len;
+
+		/* The card did not return what we expected: Lets try other objects */
+		if ((size_t)r < (sizeof(object_info)))
+			break;
+
+		/* TODO also look at the ACL... */
+
+		object_id = bebytes2ulong(object_info.object_id);
+		object_len = bebytes2ulong(object_info.object_length);
 
 
 		/* the combined object is a single object that can store the other objects.
@@ -2197,12 +2205,14 @@ static int coolkey_initialize(sc_card_t *card)
 				break;
 			}
 			combined_processed = 1;
-			continue;
+		} else {
+			r = coolkey_add_object(priv, object_id, NULL, object_len, 0);
+			if (r != SC_SUCCESS)
+				sc_log(card->ctx, ""coolkey_add_object() returned %d"", r);
 		}
-		r = coolkey_add_object(priv, object_id, NULL, object_len, 0);
-		if (r != SC_SUCCESS)
-			sc_log(card->ctx, ""coolkey_add_object() returned %d"", r);
 
+		/* Read next object: error is handled on the cycle condition and below after cycle */
+		r = coolkey_list_object(card, COOLKEY_LIST_NEXT, &object_info);
 	}
 	if (r != SC_ERROR_FILE_END_REACHED) {
 		goto cleanup;
",0.0,,0.0,lime
,,,,,,,,,
CVE-2019-10763,CVE-2019-10763/9182f03c80bb7f08aae4efd4a0788e2be6368d96,https://github.com/pimcore/pimcore/commit/9182f03c80bb7f08aae4efd4a0788e2be6368d96,"<s>pimcore/pimcore before 6.3.0 is vulnerable to SQL Injection. An attacker with limited privileges (classes permission) can achieve a SQL injection that can lead in data leakage. The vulnerability can be exploited via 'id', 'storeId', 'pageSize' and 'tables' parameters, using a payload for trigger a time based or error based sql injection.</s>","<s>[Data Objects] fixed possible SQL injection in classification store definition
</s>"," diff --git a/bundles/AdminBundle/Controller/Admin/DataObject/ClassificationstoreController.php b/bundles/AdminBundle/Controller/Admin/DataObject/ClassificationstoreController.php
index 829dc09193..c9f349a10e 100644
--- a/bundles/AdminBundle/Controller/Admin/DataObject/ClassificationstoreController.php
+++ b/bundles/AdminBundle/Controller/Admin/DataObject/ClassificationstoreController.php
@@ -1452,11 +1452,16 @@ class ClassificationstoreController extends AdminController implements EventedCo
      */
     public function getPageAction(Request $request)
     {
-        $table = 'classificationstore_' . $request->get('table');
+        $tableSuffix = $request->get('table');
+        if (!in_arrayi($tableSuffix, ['keys', 'groups'])) {
+            $tableSuffix = 'keys';
+        }
+
+        $table = 'classificationstore_' . $tableSuffix;
         $db = \Pimcore\Db::get();
-        $id = $request->get('id');
-        $storeId = $request->get('storeId');
-        $pageSize = $request->get('pageSize');
+        $id = (int) $request->get('id');
+        $storeId = (int) $request->get('storeId');
+        $pageSize = (int) $request->get('pageSize');
 
         if ($request->get('sortKey')) {
             $sortKey = $request->get('sortKey');
@@ -1465,6 +1470,15 @@ class ClassificationstoreController extends AdminController implements EventedCo
             $sortKey = 'name';
             $sortDir = 'ASC';
         }
+
+        if (!in_arrayi($sortDir, ['DESC', 'ASC'])) {
+            $sortDir = 'DESC';
+        }
+
+        if (!in_arrayi($sortKey, ['name', 'title', 'description', 'id', 'type', 'creationDate', 'modificationDate', 'enabled', 'parentId', 'storeId'])) {
+            $sortKey = 'name';
+        }
+
         $sorter = ' order by `' . $sortKey .  '` ' . $sortDir;
 
         if ($table == 'keys') {
",1.0,3.0,1.0,lime
CVE-2019-10763,CVE-2019-10763/81bc24c38a07d4d369718b8eaf57fecd42cc156c,https://github.com/pimcore/pimcore/commit/81bc24c38a07d4d369718b8eaf57fecd42cc156c,"<s>pimcore/pimcore before 6.3.0 is vulnerable to SQL Injection. An attacker with limited privileges (classes permission) can achieve a SQL injection that can lead in data leakage. The vulnerability can be exploited via 'id', 'storeId', 'pageSize' and 'tables' parameters, using a payload for trigger a time based or error based sql injection.</s>","<s>Lost password service: do not expose info whether a user exists or not (avoid brute-force attacks) (4a7bba5c3f818852cbbd29fa124f7fb09a207185)
</s>"," diff --git a/bundles/AdminBundle/Controller/Admin/LoginController.php b/bundles/AdminBundle/Controller/Admin/LoginController.php
index fc9d160bd1..4ef1fe7c1b 100644
--- a/bundles/AdminBundle/Controller/Admin/LoginController.php
+++ b/bundles/AdminBundle/Controller/Admin/LoginController.php
@@ -22,6 +22,7 @@ use Pimcore\Controller\Configuration\TemplatePhp;
 use Pimcore\Controller\EventedControllerInterface;
 use Pimcore\Event\Admin\Login\LostPasswordEvent;
 use Pimcore\Event\AdminEvents;
+use Pimcore\Logger;
 use Pimcore\Model\User;
 use Pimcore\Templating\Model\ViewModel;
 use Pimcore\Tool;
@@ -120,29 +121,28 @@ class LoginController extends AdminController implements BruteforceProtectedCont
     public function lostpasswordAction(Request $request, BruteforceProtectionHandler $bruteforceProtectionHandler)
     {
         $view = $this->buildLoginPageViewModel();
-        $view->success = false;
+        $error = null;
 
-        // TODO is the error on the view used somewhere?
         if ($request->getMethod() === 'POST' && $username = $request->get('username')) {
             $user = User::getByName($username);
 
             if ($user instanceof User) {
                 if (!$user->isActive()) {
-                    $view->error = 'user inactive';
+                    $error = 'user inactive';
                 }
 
                 if (!$user->getEmail()) {
-                    $view->error = 'user has no email address';
+                    $error = 'user has no email address';
                 }
 
                 if (!$user->getPassword()) {
-                    $view->error = 'user has no password';
+                    $error = 'user has no password';
                 }
             } else {
-                $view->error = 'user unknown';
+                $error = 'user unknown';
             }
 
-            if (!$view->error) {
+            if (!$error) {
                 $token = Authentication::generateToken($username, $user->getPassword());
 
                 $loginUrl = $this->generateUrl('pimcore_admin_login_check', [
@@ -167,14 +167,13 @@ class LoginController extends AdminController implements BruteforceProtectedCont
                     if ($event->hasResponse()) {
                         return $event->getResponse();
                     }
-
-                    $view->success = true;
                 } catch (\Exception $e) {
-                    $view->error = 'could not send email';
+                    $error = 'could not send email';
                 }
             }
 
-            if ($view->error) {
+            if ($error) {
+                Logger::error('Lost password service: ' . $error);
                 $bruteforceProtectionHandler->addEntry($request->get('username'), $request);
             }
         }
",0.0,,0.0,lime
,,,,,,,,,
CVE-2017-9142,CVE-2017-9142/f0232a2a45dfd003c1faf6079497895df3ab0ee1,https://github.com/ImageMagick/ImageMagick/commit/f0232a2a45dfd003c1faf6079497895df3ab0ee1,"<s>In ImageMagick 7.0.5-7 Q16, a crafted file could trigger an assertion failure in the WriteBlob function in MagickCore/blob.c because of missing checks in the ReadOneJNGImage function in coders/png.c.</s>","<s>Fixed incorrect call to WriteBlob reported in #490.
</s>"," diff --git a/coders/png.c b/coders/png.c
index c194d0858..cfd684400 100644
--- a/coders/png.c
+++ b/coders/png.c
@@ -4782,10 +4782,11 @@ static Image *ReadOneJNGImage(MngInfo *mng_info,
           (void) LogMagickEvent(CoderEvent,GetMagickModule(),
             ""    Copying JDAT chunk data to color_blob."");
 
-        (void) WriteBlob(color_image,length,chunk);
-
         if (length != 0)
-          chunk=(unsigned char *) RelinquishMagickMemory(chunk);
+          {
+            (void) WriteBlob(color_image,length,chunk);
+            chunk=(unsigned char *) RelinquishMagickMemory(chunk);
+          }
 
         continue;
       }
",1.0,1.0,1.0,lime
CVE-2017-9142,CVE-2017-9142/e05780990eecbe1b5f2884ad30e04328cec646bf,https://github.com/ImageMagick/ImageMagick/commit/e05780990eecbe1b5f2884ad30e04328cec646bf,"<s>In ImageMagick 7.0.5-7 Q16, a crafted file could trigger an assertion failure in the WriteBlob function in MagickCore/blob.c because of missing checks in the ReadOneJNGImage function in coders/png.c.</s>","<s>https://github.com/ImageMagick/ImageMagick/issues/491
</s>"," diff --git a/MagickCore/image.c b/MagickCore/image.c
index ce60390fb..c2e666f51 100644
--- a/MagickCore/image.c
+++ b/MagickCore/image.c
@@ -849,7 +849,7 @@ MagickExport Image *CloneImage(const Image *image,const size_t columns,
       */
       clone_image->colors=image->colors;
       length=(size_t) image->colors;
-      clone_image->colormap=(PixelInfo *) AcquireQuantumMemory(length,
+      clone_image->colormap=(PixelInfo *) AcquireQuantumMemory(length+1,
         sizeof(*clone_image->colormap));
       if (clone_image->colormap == (PixelInfo *) NULL)
         {
",0.0,,0.0,lime
,,,,,,,,,
CVE-2019-13303,CVE-2019-13303/4a60519527fc1cf925d37f93aac021655ee43314,https://github.com/ImageMagick/ImageMagick/commit/4a60519527fc1cf925d37f93aac021655ee43314,<s>ImageMagick 7.0.8-50 Q16 has a heap-based buffer over-read in MagickCore/composite.c in CompositeImage.</s>,"<s>Revert CopyCompositeOp composite patch
</s>"," diff --git a/MagickCore/composite.c b/MagickCore/composite.c
index 99e91d147..78d6dff92 100644
--- a/MagickCore/composite.c
+++ b/MagickCore/composite.c
@@ -654,19 +654,18 @@ MagickExport MagickBooleanType CompositeImage(Image *image,
               q+=GetPixelChannels(image);
               continue;
             }
-          for (i=0; i < (ssize_t) GetPixelChannels(source_image); i++)
+          for (i=0; i < (ssize_t) GetPixelChannels(image); i++)
           {
-            PixelChannel channel = GetPixelChannelChannel(source_image,i);
-            PixelTrait source_traits = GetPixelChannelTraits(source_image,
-              channel);
+            PixelChannel channel = GetPixelChannelChannel(image,i);
             PixelTrait traits = GetPixelChannelTraits(image,channel);
-            if (source_traits == UndefinedPixelTrait)
+            PixelTrait source_traits=GetPixelChannelTraits(source_image,
+              channel);
+            if (traits == UndefinedPixelTrait)
               continue;
-            if (traits != UndefinedPixelTrait)
+            if (source_traits != UndefinedPixelTrait)
               SetPixelChannel(image,channel,p[i],q);
-            else
-              if (channel == AlphaPixelChannel)
-                SetPixelChannel(image,channel,OpaqueAlpha,q);
+            else if (channel == AlphaPixelChannel)
+              SetPixelChannel(image,channel,OpaqueAlpha,q);
           }
           p+=GetPixelChannels(source_image);
           q+=GetPixelChannels(image);
",0.0,,0.0,tfidf
